Date,ADA-USD,BNB-USD,BTC-USD,DOGE-USD,ETH-USD,FIL-USD,LINK-USD,LTC-USD,THETA-USD,TRX-USD,USDT-USD,XLM-USD,XRP-USD,XTZ-USD
2018-01-18,0.04770857730218115,0.005420671774428751,0.025266707476315743,0.041114882285787614,0.021487982757907597,-0.0655252842686927,0.0632230490534581,0.03332824062107983,0.0650411187024963,0.0952344309062518,0.008421644087835845,0.06556648020556584,0.20063454146886683,0.1254016249648375
2018-01-19,-0.014263787920802146,0.045194378928721246,0.011480784055017625,-0.012373930311298359,0.002717524518743902,0.006258990458104497,0.08826417852561416,0.0006583648182312518,-0.08046767728416365,-0.032750104020226094,-0.018317347406879698,-0.006479835736850259,-0.028287225230889945,-0.07887948881006308
2018-01-20,0.08401357409933925,0.08032993072824293,0.10552244967375776,0.07074460339168025,0.1058752964251322,0.0686324940570632,0.4054179602994454,0.08943979693234322,0.051086030389110894,0.056768429532325394,-0.00342034987326318,0.054667771710691204,0.01697438623494756,0.050069721392490406
2018-01-21,-0.14312095911385883,-0.14048823977252664,-0.10615162399161542,-0.16947825079893133,-0.09584018452753812,-0.06163446682145908,-0.31725420651212144,-0.10270602538933939,-0.14012539136629726,-0.17971705158059934,-0.0012483498401486331,-0.1415262245631956,-0.13443850024484783,-0.08418247644521572
2018-01-22,-0.07219125872876686,-0.07785226810153796,-0.05937426753876515,-0.057282155327866124,-0.04513533482427692,-0.014285426019181785,-0.1006001667602524,-0.05623616802427071,-0.07169032115653835,0.0031697310941909886,0.005166398711185252,0.04676717868675793,-0.016578256722404226,0.031486914738529485
2018-01-23,-0.013035585138987258,0.006044145503125592,-0.005779885423653502,-0.009099821460156777,-0.01712140331800685,0.0020087550541399352,-0.0011727234386692635,-0.012302539104660642,-0.043030284421862734,-0.040581598239831665,9.84470453044455e-06,-0.00031459476326497284,-0.015053619457857914,0.002872488800749148
2018-01-24,0.09987048779706284,0.04006194777637236,0.04418609725643604,0.059628060701991704,0.07098402541777941,0.021716002394118722,-0.011354672449221316,0.012185892517577103,0.3706234742795329,0.026607270653189356,-0.007556377759123541,0.1537947184608187,0.014906238214989898,-0.11148371942144879
2018-01-25,0.02427196376911559,-0.029811831158866174,-0.008842259367552611,0.07922782883936874,-0.002600707840248035,0.012953084567879062,-0.04175717593153612,0.0015822156806158754,0.32254061511209303,-0.023782147962230014,0.002114046434752181,0.07020695972522376,-0.0336589090517147,-0.050442061416563905
2018-01-26,-0.022386955928756704,-0.0007714035837810902,-0.007846394102556208,-0.05771865117691671,-0.0008146886787546303,0.014825563942983346,-0.06883538626942337,-0.019821098293577023,0.01897992555286795,-0.0315545036605296,0.004536568717597062,0.04132556832006123,-0.07511731302717348,0.017810940661510264
2018-01-27,-0.010561171906994295,0.002629314087980514,0.02382021404816243,0.018617937453334503,0.048014904141533296,-0.003802344828797385,0.0951010252012052,0.023221266621764963,-0.08270498034292019,0.02653946604467669,-0.010828855556366253,-0.033452026449544536,0.0015104340967651534,-0.004242123551375162
2018-01-28,0.083106209961786,0.02143909419430978,0.02976063348641126,0.012400721018205718,0.11822961667606485,0.04710935190593146,-0.026050033037828477,0.06929506151960423,0.06663579141989957,-0.04372057539274312,-0.004575947791274098,0.03424829837523092,0.13806540800990805,0.1126136945932017
2018-01-29,-0.07283058510165949,-0.05899520164280545,-0.04245369798060674,-0.06904065961032865,-0.05243402510166151,-0.041797444320284566,-0.08630247317129963,-0.06500323382358225,-0.05091489500718908,-0.02307506261381614,0.006581348909526896,-0.07380623181465083,-0.0555517336293428,-0.3328298534472449
2018-01-30,-0.15839399237214669,-0.12623750535724976,-0.11132515302966894,-0.14543329222209528,-0.09879825820701822,-0.015079568377923179,-0.15626127217964875,-0.09454202541992217,-0.2635786631421542,-0.17435040197447602,-0.008914145938136041,-0.1852197310000378,-0.15087041275324725,0.04577816165285632
2018-01-31,-0.02396926532115694,-0.009439340754390983,0.011295200421318582,-0.002326682296218426,0.04310449900718177,0.01540886876026109,0.03840975237908246,-0.01171556248313085,0.006372746448203382,0.0128079581972687,0.0038325329977097573,0.09750636301724407,0.02071386905554004,-0.013788551454607334
2018-02-01,-0.2082829150357476,-0.15803327388073338,-0.10845799638872773,-0.17820363731594044,-0.07568923036724218,-0.04912820834606326,-0.17545900124502178,-0.13798484508436853,-0.12343865151659686,-0.16379222950076658,-0.0033734374646132467,-0.16770305567270044,-0.18866825181641922,-0.1008792934262973
2018-02-02,-0.07671266086464361,0.01423749453117529,-0.03775622775012468,-0.11671481465010898,-0.1241031265244571,0.05204220987910615,-0.05079908817283705,-0.07983014286224797,-0.11330053302974197,-0.12490650126655953,0.003850931512757736,-0.11941783335803577,-0.08422172359552198,-0.0716052415867727
2018-02-03,0.11661071796125749,0.010039190823823015,0.03823265293714762,0.1432051948883577,0.051329393577471516,-0.05223863387183716,0.04735512451054821,0.19864883659865482,0.09032472927816447,0.08620225537904033,0.010605233807620936,0.05984317724449514,0.04341507861000737,0.10754259037264802
