,Value
POF Test p-value,0.00024286547904139866
Berkowitz Test p-value,1.0
Quantile Loss,0.0013576182603242113
Quadratic Loss,0.03889122523950777
Smooth Loss,0.03180514483226082
Tick Loss,0.041385149845731564
Average Exceedances,0.03189066059225513
Regulatory Loss,4.688587827618165e-05
